Date,Open,High,Low,Close,Volume,Adj Close
2011-08-10,83.029999,86.080002,82.059998,83.639999,1135800,82.16123
2011-08-11,84.470001,89.540001,84.099998,88.410004,1591600,86.8469
2011-08-12,89.150002,89.82,87.379997,88.010002,1204500,86.45397
2011-08-15,88.809998,90.510002,87.949997,88.379997,1037900,86.817424
2011-08-16,82.669998,90.389999,80.139999,89.559998,2848500,87.976562
2011-08-17,90.0,91.099998,89.150002,89.510002,1090600,87.92745
2011-08-18,86.730003,87.470001,84.360001,85.010002,981700,83.507011
2011-08-19,84.089996,86.75,83.830002,85.160004,936100,83.65436
2011-08-22,87.870003,88.330002,85.860001,86.529999,577500,85.000134
2011-08-23,87.120003,90.739998,86.519997,90.650002,607600,89.047294
2011-08-24,90.0,94.0,89.400002,93.669998,1072800,92.085004
2011-08-25,93.290001,93.650002,90.050003,90.940002,633000,89.401203
2011-08-26,90.010002,92.709999,87.889999,91.68,662500,90.128679
2011-08-29,92.779999,94.110001,90.959999,93.610001,697700,92.026022
2011-08-30,93.620003,97.290001,93.400002,96.129997,1209800,94.503377
2011-08-31,96.699997,96.879997,93.779999,94.739998,916900,93.136898
2011-09-01,94.75,95.800003,93.169998,93.43,602400,91.849067
2011-09-02,92.449997,92.650002,89.099998,89.870003,1071000,88.349309
2011-09-06,87.209999,91.769997,86.5,90.760002,885000,89.224248
2011-09-07,92.32,93.699997,90.730003,93.190002,770300,91.61313
2011-09-08,92.099998,95.43,91.660004,93.720001,571500,92.134161
2011-09-09,92.970001,93.75,90.150002,90.889999,932100,89.352046
2011-09-12,88.400002,90.540001,87.900002,90.529999,808800,88.998137
2011-09-13,89.739998,91.07,89.010002,89.470001,922300,87.956075
2011-09-14,90.099998,93.980003,89.129997,92.989998,694400,91.41651
2011-09-15,93.800003,94.68,92.220001,94.580002,634900,92.97961
2011-09-16,94.980003,96.900002,94.900002,96.349998,1732900,94.719656
2011-09-19,95.040001,97.160004,93.629997,96.440002,570100,94.808137
2011-09-20,97.199997,99.540001,96.75,97.290001,1021600,95.643753
2011-09-21,98.050003,98.93,95.800003,95.889999,730500,94.267441
2011-09-22,93.330002,94.5,91.730003,93.889999,792200,92.301283
2011-09-23,93.739998,95.470001,93.0,94.989998,654700,93.382668
2011-09-26,95.82,95.82,93.669998,94.980003,715800,93.372843
2011-09-27,97.0,100.989998,97.0,97.790001,987300,96.135292
2011-09-28,98.150002,100.5,96.470001,96.720001,861100,95.083398
2011-09-29,98.370003,99.169998,97.029999,98.529999,730600,96.862768
2011-09-30,97.209999,99.190002,96.650002,97.110001,920100,95.466798
2011-10-03,96.330002,96.93,90.019997,91.089996,1278900,89.548659
2011-10-04,91.0,92.989998,88.709999,92.830002,1105700,91.259221
2011-10-05,93.519997,95.449997,92.389999,94.510002,507200,92.910794
2011-10-06,95.260002,97.339996,94.510002,97.309998,439300,95.663411
2011-10-07,97.389999,97.389999,95.230003,95.309998,529800,93.697253
2011-10-10,97.480003,99.620003,97.480003,98.330002,572100,96.666156
2011-10-11,98.260002,99.5,97.870003,98.220001,456400,96.558016
2011-10-12,99.389999,99.440002,96.980003,97.190002,443900,95.545446
2011-10-13,96.769997,97.980003,96.75,97.690002,371700,96.036986
2011-10-14,98.760002,98.760002,97.220001,97.889999,396900,96.233598
2011-10-17,98.709999,99.32,97.190002,97.550003,813400,95.899355
2011-10-18,97.629997,98.599998,96.879997,98.050003,502300,96.390895
2011-10-19,98.019997,98.519997,95.610001,96.129997,441600,94.503377
2011-10-20,96.410004,97.669998,95.5,96.309998,370500,94.680332
2011-10-21,97.459999,97.959999,96.129997,97.160004,384400,95.515955
2011-10-24,98.0,101.419998,97.910004,101.010002,888400,99.300808
2011-10-25,101.0,101.459999,98.010002,98.190002,642500,96.528525
2011-10-26,99.82,99.919998,98.099998,98.830002,580600,97.157695
2011-10-27,96.5,96.510002,90.139999,90.440002,4276600,88.909663
2011-10-28,92.199997,92.5,89.5,89.940002,1234800,88.418124
2011-10-31,89.349998,91.489998,89.25,90.279999,1165200,88.752367
2011-11-01,87.970001,90.099998,87.010002,88.150002,1166100,86.658412
2011-11-02,90.050003,90.709999,88.620003,89.860001,898700,88.339476
2011-11-03,90.459999,91.339996,89.300003,89.419998,671900,87.906918
2011-11-04,89.029999,89.290001,87.059998,88.839996,827000,87.336731
2011-11-07,89.07,89.949997,87.910004,89.370003,840200,87.857769
2011-11-08,89.790001,92.029999,88.839996,91.849998,786800,90.295801
2011-11-09,90.150002,91.419998,88.620003,89.309998,1256100,87.798779
2011-11-10,90.650002,91.160004,89.830002,90.290001,855900,88.7622
2011-11-11,91.139999,92.25,90.5,91.720001,551800,90.168003
2011-11-14,92.150002,92.949997,91.779999,91.839996,529600,90.285968
2011-11-15,92.059998,94.279999,92.050003,93.970001,863800,92.379931
2011-11-16,93.800003,93.900002,91.620003,91.760002,588500,90.207327
2011-11-17,92.080002,92.510002,89.720001,90.260002,557000,88.732709
2011-11-18,91.220001,91.800003,89.830002,91.449997,649900,89.902568
2011-11-21,89.949997,90.32,88.540001,89.959999,956100,88.437782
2011-11-22,89.5,90.650002,88.720001,90.0,521900,88.555856
2011-11-23,89.169998,91.190002,88.650002,89.970001,681100,88.526338
2011-11-25,89.349998,90.040001,89.07,89.57,276400,88.132755
2011-11-28,92.040001,95.5,92.040001,95.139999,1079400,93.613378
2011-11-29,94.510002,97.940002,94.269997,97.739998,1146500,96.171657
2011-11-30,98.739998,99.629997,96.160004,97.900002,1205700,96.329093
2011-12-01,97.629997,99.160004,97.150002,97.160004,510000,95.60097
2011-12-02,97.919998,100.900002,97.919998,98.959999,1078900,97.372082
2011-12-05,101.0,101.940002,99.830002,101.510002,3067500,99.881168
2011-12-06,101.410004,101.480003,99.379997,100.830002,935900,99.212079
2011-12-07,99.919998,99.970001,96.989998,99.529999,804700,97.932936
2011-12-08,99.169998,99.93,97.099998,97.389999,606700,95.827275
2011-12-09,99.550003,100.230003,97.949997,99.629997,1115400,98.03133
2011-12-12,98.730003,99.099998,97.589996,98.379997,756000,96.801387
2011-12-13,99.349998,99.959999,96.709999,97.220001,689400,95.660004
2011-12-14,95.629997,96.959999,95.040001,95.830002,1208800,94.292309
2011-12-15,97.019997,97.589996,96.360001,96.970001,696300,95.414016
2011-12-16,97.360001,99.360001,95.599998,98.18,20700100,96.604599
2011-12-19,98.32,99.190002,97.150002,98.029999,1109600,96.457005
2011-12-20,99.400002,101.639999,99.309998,100.800003,1308000,99.182561
2011-12-21,100.980003,102.650002,99.580002,102.470001,1362000,100.825763
2011-12-22,102.279999,104.699997,100.419998,100.779999,1675500,99.162878
2011-12-23,100.809998,101.440002,99.82,100.959999,753100,99.33999
2011-12-27,102.080002,102.389999,99.970001,100.68,584600,99.064484
2011-12-28,101.040001,101.040001,98.559998,98.900002,540100,97.313047
2011-12-29,98.519997,99.510002,98.519997,99.040001,476600,97.4508
2011-12-30,99.400002,99.629997,97.300003,97.300003,681700,95.738723
2012-01-03,98.730003,99.290001,96.970001,98.550003,1090400,96.968665
2012-01-04,97.029999,97.480003,95.089996,95.089996,1132400,93.564178
2012-01-05,94.199997,96.440002,94.040001,96.150002,995100,94.607174
2012-01-06,96.209999,96.910004,94.800003,96.059998,819200,94.518614
2012-01-09,96.470001,96.959999,95.790001,96.559998,784600,95.010591
2012-01-10,97.800003,100.379997,97.779999,99.580002,1456000,97.982136
2012-01-11,99.059998,99.239998,96.910004,97.419998,951600,95.856792
2012-01-12,97.970001,98.989998,97.25,97.489998,528200,95.925669
2012-01-13,96.980003,97.580002,96.5,97.019997,596100,95.463209
2012-01-17,98.410004,98.75,97.57,97.889999,463700,96.319252
2012-01-18,98.279999,99.849998,98.129997,99.849998,712400,98.247801
2012-01-19,100.449997,100.610001,99.230003,99.43,672100,97.834542
2012-01-20,99.510002,100.029999,98.230003,98.480003,635100,96.899789
2012-01-23,98.889999,100.760002,98.669998,99.660004,634500,98.060855
2012-01-24,99.010002,99.239998,96.360001,97.540001,982800,95.974869
2012-01-25,96.989998,99.129997,96.269997,98.769997,592000,97.185129
2012-01-26,97.440002,99.220001,95.910004,96.129997,714100,94.587491
2012-01-27,96.160004,96.529999,94.860001,96.099998,1068900,94.557973
2012-01-30,95.18,95.57,93.760002,95.220001,769400,93.692097
2012-01-31,95.900002,95.900002,94.849998,95.599998,678500,94.065996
2012-02-01,96.25,97.239998,94.949997,94.989998,921500,93.465784
2012-02-02,94.790001,94.959999,92.620003,93.129997,1100200,91.635629
2012-02-03,94.110001,95.459999,92.68,93.660004,1420000,92.157131
2012-02-06,92.089996,95.07,92.089996,94.010002,1638000,92.501513
2012-02-07,98.110001,98.660004,94.559998,95.260002,2736600,93.731456
2012-02-08,94.599998,95.0,90.18,93.949997,2266200,92.442471
2012-02-09,94.209999,94.449997,93.0,94.050003,871500,92.540872
2012-02-10,93.470001,93.470001,92.599998,93.309998,637800,91.812741
2012-02-13,93.860001,95.699997,93.779999,94.970001,940000,93.446108
2012-02-14,94.489998,95.18,94.07,94.730003,505100,93.209961
2012-02-15,94.940002,95.040001,93.239998,93.5,577000,91.999695
2012-02-16,93.5,94.82,93.169998,94.519997,917700,93.003324
2012-02-17,95.0,96.0,94.32,94.900002,946200,93.377232
2012-02-21,94.839996,95.190002,93.449997,94.349998,916100,92.836054
2012-02-22,94.010002,95.389999,93.129997,94.760002,800600,93.239479
2012-02-23,94.18,96.160004,93.800003,96.0,808700,94.459579
2012-02-24,95.690002,96.730003,95.040001,96.239998,1039100,94.695726
2012-02-27,94.209999,98.480003,94.199997,98.010002,1586000,96.437329
2012-02-28,97.760002,104.620003,97.580002,100.400002,2901600,98.788978
2012-02-29,101.0,104.0,99.949997,103.059998,1884800,101.487163
2012-03-01,102.410004,107.25,102.120003,107.120003,2196800,105.485207
2012-03-02,106.919998,107.18,105.5,105.800003,935900,104.185352
2012-03-05,106.330002,108.5,104.269997,105.5,1261900,103.889927
2012-03-06,104.040001,104.779999,102.510002,103.279999,800400,101.703806
2012-03-07,104.040001,105.330002,103.75,105.040001,714000,103.436948
2012-03-08,105.010002,106.669998,105.010002,105.550003,587600,103.939167
2012-03-09,105.900002,105.949997,104.980003,105.089996,685000,103.486181
2012-03-12,104.779999,104.980003,104.190002,104.550003,494400,102.954429
2012-03-13,104.489998,105.220001,103.260002,104.25,567400,102.659004
2012-03-14,104.019997,104.529999,103.199997,103.68,727600,102.097703
2012-03-15,103.790001,104.040001,102.279999,102.599998,515500,101.034184
2012-03-16,101.959999,102.239998,100.599998,101.290001,1099000,99.744179
2012-03-19,101.220001,102.959999,100.900002,102.190002,678000,100.630445
2012-03-20,101.809998,102.279999,101.349998,102.089996,372900,100.531965
2012-03-21,102.43,103.099998,102.279999,102.690002,769600,101.122814
2012-03-22,102.220001,103.650002,101.900002,103.540001,461700,101.959841
2012-03-23,103.279999,103.620003,101.620003,102.580002,421200,101.014492
2012-03-26,103.82,104.480003,102.68,103.260002,580000,101.684115
2012-03-27,103.68,104.099998,102.550003,102.760002,504700,101.191746
2012-03-28,102.690002,102.980003,101.580002,102.669998,403900,101.103115
2012-03-29,102.370003,103.0,101.839996,102.980003,459300,101.408389
2012-03-30,103.669998,104.510002,103.269997,103.309998,594700,101.733347
2012-04-02,103.599998,105.389999,103.440002,105.139999,610600,103.535421
2012-04-03,105.410004,105.730003,104.709999,105.220001,476500,103.614202
2012-04-04,104.620003,105.309998,104.349998,104.43,372700,102.836257
2012-04-05,104.379997,105.839996,104.360001,105.660004,494500,104.047489
2012-04-09,104.230003,104.559998,103.110001,104.300003,325900,102.708244
2012-04-10,103.889999,105.050003,102.690002,103.160004,541700,101.585643
2012-04-11,103.82,104.410004,102.459999,103.290001,494100,101.713656
2012-04-12,103.540001,104.449997,102.739998,103.940002,404700,102.353737
2012-04-13,103.699997,104.239998,102.730003,104.139999,447300,102.550682
2012-04-16,104.699997,105.160004,103.360001,104.529999,599700,102.93473
2012-04-17,105.5,106.980003,105.029999,106.540001,847200,104.914056
2012-04-18,105.980003,107.900002,105.730003,107.489998,795900,105.849555
2012-04-19,106.779999,107.379997,105.019997,105.809998,860500,104.195194
2012-04-20,106.449997,108.599998,105.080002,105.68,753500,104.067181
2012-04-23,104.949997,105.190002,103.550003,104.800003,591200,103.200613
2012-04-24,106.160004,107.139999,104.199997,104.279999,594800,102.688545
2012-04-25,104.809998,105.370003,104.120003,104.650002,443200,103.052901
2012-04-26,104.599998,106.0,104.279999,105.629997,366200,104.017941
2012-04-27,106.239998,106.989998,105.699997,106.18,592500,104.55955
2012-04-30,106.0,106.150002,104.330002,104.900002,402200,103.299086
2012-05-01,104.900002,105.489998,104.309998,104.839996,329400,103.239996
2012-05-02,104.169998,104.529999,103.720001,104.349998,563300,102.757476
2012-05-03,104.879997,105.940002,103.989998,104.18,517800,102.590073
2012-05-04,103.860001,104.080002,102.370003,102.639999,466200,101.073574
2012-05-07,103.599998,104.849998,103.440002,103.779999,761800,102.196176
2012-05-08,99.5,100.339996,96.519997,100.0,2817800,98.473865
2012-05-09,99.32,100.0,98.589996,99.080002,1448900,97.567907
2012-05-10,100.209999,101.160004,99.860001,100.82,481000,99.28135
2012-05-11,100.809998,102.809998,100.360001,101.610001,702900,100.059295
2012-05-14,101.160004,101.199997,99.830002,99.910004,440700,98.385242
2012-05-15,100.379997,102.690002,99.690002,101.889999,773100,100.33502
2012-05-16,102.339996,102.800003,101.699997,102.050003,647400,100.492582
2012-05-17,101.339996,102.07,100.040001,100.040001,453000,98.513255
2012-05-18,100.779999,100.779999,98.25,99.32,1039000,97.804242
2012-05-21,99.269997,100.800003,99.040001,100.620003,644800,99.084405
2012-05-22,100.639999,102.290001,100.389999,101.43,557400,99.882041
2012-05-23,100.550003,101.339996,99.660004,101.220001,570000,99.675247
2012-05-24,101.269997,102.93,100.809998,102.919998,549400,101.3493
2012-05-25,103.239998,103.480003,102.279999,103.0,387600,101.428081
2012-05-29,103.459999,104.599998,103.07,104.269997,513300,102.678696
2012-05-30,103.349998,104.870003,102.690002,104.629997,610000,103.112311
2012-05-31,103.68,104.690002,103.32,103.889999,884300,102.383047
2012-06-01,102.480003,102.900002,100.82,101.440002,505900,99.968588
2012-06-04,101.669998,103.550003,101.059998,103.389999,588600,101.8903
2012-06-05,103.410004,105.040001,102.849998,104.720001,544900,103.20101
2012-06-06,105.029999,105.529999,104.57,105.440002,591700,103.910567
2012-06-07,105.900002,106.25,104.470001,104.629997,492600,103.112311
2012-06-08,104.379997,106.459999,104.239998,106.199997,514300,104.659538
2012-06-11,106.610001,107.709999,106.209999,106.919998,624900,105.369095
2012-06-12,107.099998,109.75,106.610001,109.660004,822500,108.069356
2012-06-13,109.699997,111.5,109.25,109.839996,907100,108.246738
2012-06-14,108.790001,112.260002,108.120003,110.410004,1997000,108.808477
2012-06-15,110.620003,112.07,110.190002,111.620003,744300,110.000925
2012-06-18,111.75,114.660004,111.580002,114.559998,687300,112.898274
2012-06-19,115.080002,115.110001,113.870003,114.739998,630200,113.075664
2012-06-20,114.989998,116.330002,114.440002,115.5,620000,113.824642
2012-06-21,115.43,116.5,113.889999,114.419998,767200,112.760306
2012-06-22,115.169998,115.419998,113.879997,115.129997,1215000,113.460006
2012-06-25,114.400002,116.290001,113.580002,115.400002,556800,113.726094
2012-06-26,115.639999,116.029999,115.230003,115.279999,470100,113.607832
2012-06-27,115.800003,117.160004,115.739998,116.760002,612100,115.066367
2012-06-28,116.169998,116.169998,113.110001,114.620003,685600,112.957409
2012-06-29,116.529999,118.269997,116.290001,117.93,971800,116.219394
2012-07-02,117.879997,118.900002,117.470001,118.580002,555300,116.859967
2012-07-03,118.639999,119.0,117.739998,118.739998,256400,117.017642
2012-07-05,119.050003,119.290001,117.629997,118.32,549300,116.603736
2012-07-06,117.279999,118.910004,117.239998,118.080002,564100,116.36722
2012-07-09,117.910004,118.529999,117.360001,117.970001,407600,116.258815
2012-07-10,118.5,118.639999,114.510002,114.75,1148700,113.085521
2012-07-11,115.480003,115.75,113.550003,114.690002,602200,113.026393
2012-07-12,112.32,114.360001,110.449997,113.959999,718900,112.306979
2012-07-13,114.529999,115.080002,113.940002,114.75,373900,113.085521
2012-07-16,114.040001,114.389999,113.330002,113.830002,473500,112.178867
2012-07-17,114.209999,115.589996,113.559998,115.239998,707500,113.568411
2012-07-18,114.470001,115.589996,113.669998,114.730003,573900,113.065814
2012-07-19,113.760002,115.400002,112.82,114.760002,542800,113.095378
2012-07-20,113.68,114.099998,112.639999,112.879997,930800,111.242643
2012-07-23,111.0,112.309998,110.010002,111.790001,440700,110.168457
2012-07-24,112.160004,112.239998,110.110001,110.720001,424400,109.113978
2012-07-25,111.139999,112.550003,110.510002,112.07,576900,110.444394
2012-07-26,114.0,115.290001,113.510002,114.129997,494400,112.474511
2012-07-27,115.209999,117.459999,114.75,116.010002,594300,114.327246
2012-07-30,116.540001,116.540001,114.419998,115.080002,732000,113.410736
2012-07-31,115.199997,115.470001,113.68,114.019997,476100,112.366106
2012-08-01,114.739998,116.239998,113.510002,113.980003,551300,112.326693
2012-08-02,113.07,114.669998,111.790001,114.209999,531300,112.553353
2012-08-03,116.059998,116.730003,115.5,115.839996,391700,114.159706
2012-08-06,115.830002,116.440002,114.639999,115.760002,408400,114.080872
2012-08-07,115.629997,115.800003,114.550003,115.019997,487400,113.351601
2012-08-08,115.099998,116.110001,114.959999,115.419998,387600,113.7458
2012-08-09,115.480003,115.949997,114.900002,115.110001,411800,113.440299
2012-08-10,115.290001,115.599998,114.489998,115.5,356100,113.824642
2012-08-13,114.610001,115.290001,114.230003,115.059998,424900,113.391022
2012-08-14,115.830002,119.18,115.830002,116.589996,511000,114.898827
2012-08-15,114.790001,116.949997,114.790001,116.599998,462400,114.908684
2012-08-16,110.790001,110.980003,104.860001,108.93,3278700,107.349942
2012-08-17,109.0,109.0,105.330002,106.93,1595500,105.378952
2012-08-20,105.889999,108.940002,105.889999,108.639999,780400,107.064147
2012-08-21,108.900002,109.32,107.389999,107.68,786300,106.118073
2012-08-22,107.57,108.540001,106.93,107.900002,463700,106.334883
2012-08-23,107.769997,109.099998,106.849998,108.620003,595900,107.044441
2012-08-24,108.730003,110.860001,108.669998,110.489998,514200,108.887311
2012-08-27,109.199997,111.169998,108.449997,110.660004,767900,109.054851
2012-08-28,110.199997,111.43,110.07,111.080002,826800,109.468757
2012-08-29,111.489998,111.489998,109.760002,110.040001,658900,108.521997
2012-08-30,108.870003,110.050003,108.379997,109.730003,432400,108.216276
2012-08-31,110.559998,111.199997,109.300003,109.970001,504300,108.452963
2012-09-04,109.480003,111.260002,109.169998,110.639999,518300,109.113719
2012-09-05,110.760002,110.849998,109.519997,110.330002,326600,108.807997
2012-09-06,110.809998,112.599998,110.480003,111.959999,435100,110.415509
2012-09-07,112.690002,112.690002,111.529999,111.839996,378800,110.297162
2012-09-10,111.32,112.879997,111.010002,111.389999,394800,109.853372
2012-09-11,111.580002,112.019997,110.290001,110.510002,1388300,108.985515
2012-09-12,111.129997,111.129997,109.57,109.93,441200,108.413514
2012-09-13,110.099998,111.489998,109.699997,110.910004,1444700,109.379998
2012-09-14,112.82,114.129997,111.800003,112.449997,630600,110.898747
2012-09-17,111.959999,113.510002,111.690002,112.779999,542300,111.224197
2012-09-18,113.110001,114.980003,112.57,114.809998,473100,113.226192
2012-09-19,114.800003,115.089996,114.0,114.690002,401000,113.107852
2012-09-20,114.18,115.080002,113.949997,115.059998,506100,113.472743
2012-09-21,115.410004,117.400002,115.099998,117.230003,1642100,115.612813
2012-09-24,116.010002,117.529999,115.730003,117.269997,438200,115.652255
2012-09-25,117.279999,118.510002,116.690002,116.800003,534600,115.188745
2012-09-26,117.040001,117.489998,115.949997,116.25,277100,114.646329
2012-09-27,117.800003,117.93,116.339996,116.589996,470600,114.981635
2012-09-28,116.489998,116.839996,115.589996,116.169998,471400,114.567431
2012-10-01,116.32,117.599998,116.32,117.279999,1079000,115.662119
2012-10-02,118.0,118.150002,116.849998,118.150002,748000,116.52012
2012-10-03,119.099998,119.510002,118.580002,119.18,643700,117.53591
2012-10-04,119.739998,120.43,119.300003,119.970001,386300,118.315013
2012-10-05,120.169998,120.779999,119.699997,119.849998,418200,118.196666
2012-10-08,119.449997,119.910004,118.900002,119.589996,287000,117.94025
2012-10-09,120.25,120.25,117.629997,117.93,465600,116.303154
2012-10-10,118.0,118.32,116.730003,117.139999,450800,115.524051
2012-10-11,118.580002,118.589996,117.510002,117.75,585400,116.125637
2012-10-12,117.349998,118.019997,116.970001,117.940002,443800,116.313018
2012-10-15,119.040001,119.260002,117.730003,118.099998,453100,116.470807
2012-10-16,118.870003,119.629997,118.349998,119.300003,544200,117.654257
2012-10-17,119.699997,119.93,119.110001,119.220001,367000,117.575359
2012-10-18,119.639999,119.82,118.809998,119.199997,566400,117.555631
2012-10-19,119.050003,119.190002,117.419998,117.769997,559300,116.145357
2012-10-22,118.330002,118.57,117.650002,118.230003,510200,116.599018
2012-10-23,117.559998,117.910004,116.410004,117.129997,444900,115.514187
2012-10-24,117.690002,117.910004,116.940002,117.150002,383700,115.533915
2012-10-25,118.080002,118.389999,116.870003,117.370003,346700,115.750881
2012-10-26,117.089996,117.470001,116.260002,116.709999,270500,115.099983
2012-10-31,116.900002,116.970001,113.480003,114.919998,619900,113.334675
2012-11-01,115.769997,116.110001,114.440002,114.550003,475300,112.969784
2012-11-02,114.699997,116.779999,114.059998,115.0,376200,113.413573
2012-11-05,114.93,116.550003,114.379997,116.050003,383100,114.449091
2012-11-06,116.370003,116.410004,114.769997,115.370003,421700,113.778471
2012-11-07,110.5,111.589996,105.709999,109.650002,2738300,108.137378
2012-11-08,108.989998,109.730003,104.080002,105.18,1585500,103.72904
2012-11-09,104.559998,107.0,103.0,105.57,1319500,104.11366
2012-11-12,107.620003,107.620003,104.879997,105.120003,555300,103.66987
2012-11-13,104.849998,105.040001,103.349998,103.43,764100,102.003182
2012-11-14,103.519997,104.220001,100.339996,100.839996,1060000,99.448907
2012-11-15,100.919998,102.010002,99.93,100.559998,862400,99.172771
2012-11-16,100.57,102.5,100.129997,101.900002,810400,100.494289
2012-11-19,102.989998,103.480003,100.300003,101.919998,1070600,100.51401
2012-11-20,101.959999,102.480003,100.989998,102.279999,532700,100.869044
2012-11-21,102.32,102.5,101.419998,102.139999,512300,100.730976
2012-11-23,102.220001,103.400002,101.610001,103.379997,307800,101.953868
2012-11-26,103.699997,103.879997,101.949997,102.669998,543200,101.253664
2012-11-27,102.449997,102.510002,100.919998,102.199997,406300,100.878578
2012-11-28,102.010002,103.330002,100.510002,103.269997,522500,101.934743
2012-11-29,103.75,103.980003,102.440002,103.190002,465800,101.855783
2012-11-30,103.019997,103.690002,102.889999,103.5,759800,102.161772
2012-12-03,103.639999,103.860001,102.309998,102.540001,454100,101.214186
2012-12-04,102.970001,105.639999,102.75,105.0,866100,103.642378
2012-12-05,105.529999,105.669998,103.900002,104.809998,729600,103.454832
2012-12-06,104.440002,104.550003,102.519997,102.709999,581800,101.381986
2012-12-07,103.0,103.0,101.809998,102.339996,670400,101.016767
2012-12-10,102.639999,104.910004,102.059998,104.870003,537100,103.514061
2012-12-11,105.800003,106.389999,104.309998,105.419998,724000,104.056945
2012-12-12,105.629997,105.669998,103.550003,104.809998,854600,103.454832
2012-12-13,107.860001,108.5,104.019997,104.139999,1295900,102.793497
2012-12-14,103.709999,104.440002,103.300003,104.199997,834200,102.852718
2012-12-17,104.07,104.489998,102.559998,102.669998,826500,101.342502
2012-12-18,103.150002,104.050003,102.040001,103.739998,898400,102.398667
2012-12-19,103.959999,104.580002,102.650002,102.919998,1020900,101.58927
2012-12-20,102.949997,103.879997,102.220001,103.639999,691200,102.299961
2012-12-21,102.519997,103.330002,101.449997,102.779999,1014900,101.45108
2012-12-24,102.580002,103.620003,102.220001,103.559998,208000,102.220994
2012-12-26,103.82,103.889999,102.300003,102.889999,381900,101.559659
2012-12-27,103.400002,104.489998,102.279999,103.379997,439500,102.043321
2012-12-28,102.629997,103.470001,102.050003,102.279999,355000,100.957545
2012-12-31,102.800003,104.029999,102.150002,104.029999,439200,102.684918
2013-01-02,105.209999,106.709999,105.089996,106.709999,799500,105.330267
2013-01-03,107.379997,108.620003,107.099998,108.019997,786700,106.623326
2013-01-04,107.879997,108.639999,107.629997,108.480003,408000,107.077385
2013-01-07,108.5,110.209999,108.5,109.029999,883900,107.62027
2013-01-08,109.110001,109.529999,108.620003,108.860001,435200,107.452469
2013-01-09,108.849998,109.769997,108.849998,109.639999,426500,108.222383
2013-01-10,109.769997,110.32,109.129997,110.230003,463600,108.804758
2013-01-11,106.099998,107.480003,103.07,103.849998,1902000,102.507245
2013-01-14,103.650002,105.099998,103.519997,104.470001,585500,103.119232
2013-01-15,103.959999,105.489998,103.959999,105.099998,407100,103.741083
2013-01-16,105.550003,106.080002,104.419998,104.690002,478400,103.336388
2013-01-17,104.870003,104.949997,103.510002,103.720001,493200,102.378929
2013-01-18,103.5,104.019997,103.43,104.0,593500,102.655307
2013-01-22,103.919998,104.5,103.610001,104.209999,518500,102.862591
2013-01-23,104.110001,104.489998,102.949997,103.57,359200,102.230867
2013-01-24,103.599998,103.620003,100.470001,101.610001,2385100,100.29621
2013-01-25,101.970001,103.349998,101.68,103.120003,671800,101.786688
2013-01-28,102.849998,102.889999,101.199997,101.349998,457400,100.03957
2013-01-29,101.370003,101.669998,98.790001,99.25,1273700,97.966724
2013-01-30,99.0,100.830002,98.860001,99.339996,1441400,98.055556
2013-01-31,99.470001,100.989998,99.080002,100.510002,1503500,99.210434
2013-02-01,105.5,108.949997,104.889999,105.279999,2609400,103.918756
2013-02-04,106.330002,107.919998,105.510002,105.75,1568800,104.38268
2013-02-05,106.389999,107.75,106.110001,106.940002,1376500,105.557296
2013-02-06,106.599998,107.019997,105.809998,106.559998,587700,105.182205
2013-02-07,106.43,107.410004,106.260002,106.849998,872300,105.468456
2013-02-08,106.980003,108.339996,106.980003,108.300003,525400,106.899712
2013-02-11,109.5,111.889999,109.019997,111.400002,1345600,109.959629
2013-02-12,111.599998,112.379997,111.349998,111.550003,857500,110.107691
2013-02-13,111.440002,112.279999,111.379997,111.720001,534600,110.275491
2013-02-14,111.690002,113.290001,111.370003,113.160004,751000,111.696875
2013-02-15,113.160004,113.639999,112.690002,113.580002,686900,112.111442
2013-02-19,113.800003,115.0,113.800003,114.730003,618400,113.246575
2013-02-20,115.099998,115.43,114.129997,114.129997,431500,112.654326
2013-02-21,113.610001,114.480003,112.769997,113.580002,643400,112.111442
2013-02-22,114.139999,114.5,112.849998,113.309998,390000,111.844929
2013-02-25,115.709999,116.900002,114.599998,114.599998,1060700,113.118251
2013-02-26,114.699997,115.089996,113.330002,113.669998,635600,112.200275
2013-02-27,113.389999,114.610001,112.449997,114.139999,397500,112.753472
2013-02-28,114.32,114.879997,113.139999,113.169998,745000,111.795254
2013-03-01,113.25,113.660004,112.300003,113.050003,659800,111.676716
2013-03-04,113.199997,114.669998,113.199997,114.599998,694500,113.207883
2013-03-05,115.279999,116.25,114.019997,114.989998,432100,113.593145
2013-03-06,115.129997,116.720001,115.129997,116.690002,734400,115.272498
2013-03-07,116.099998,116.279999,115.150002,115.440002,574200,114.037683
2013-03-08,115.910004,116.029999,115.019997,115.690002,405300,114.284646
2013-03-11,115.839996,116.449997,115.459999,116.400002,559500,114.98602
2013-03-12,116.25,117.75,115.629997,117.599998,587100,116.17144
2013-03-13,117.18,117.410004,116.300003,117.019997,364500,115.598484
2013-03-14,117.190002,117.699997,116.489998,116.699997,615600,115.282371
2013-03-15,116.089996,116.779999,115.970001,116.220001,753100,114.808207
2013-03-18,115.510002,117.230003,115.18,117.199997,497300,115.776298
2013-03-19,117.459999,117.75,116.870003,117.300003,475500,115.875089
